Population,Survey,Date,Easting,Northing,Latitude,Longitude,Vegetation,Bird Count
B,1,4/9/1996,528427,2797331,25 17.641,-80 43.047,Muhly,2
B,1,4/9/1996,529411,2797330,25 17.639,-80 42.460,Muhly+Saw Grass,3
B,1,4/6/1996,525429,2796342,25 17.108,-80 44.835,Muhly+Saw Grass,0
B,1,4/6/1996,526424,2796344,25 17.108,-80 44.242,Muhly+Saw Grass,0
B,1,4/20/1996,527445,2796331,25 17.100,-80 43.633,Muhly,3
B,1,4/20/1996,528450,2796333,25 17.100,-80 43.034,Muhly,0
B,1,4/20/1996,530400,2796337,25 17.100,-80 41.872,Muhly+Cypress,0
B,1,4/27/1996,530401,2801320,25 19.800,-80 41.865,Muhly+Saw Grass,0
B,1,4/20/1996,530400,2797290,25 17.616,-80 41.871,Muhly+Cypress,0
B,1,4/21/1997,525381,2808146,25 23.504,-80 44.850,Muhly+BT,0
B,1,4/21/1997,526379,2808152,25 23.506,-80 44.255,Muhly+Saw Grass,0
B,1,4/21/1997,527388,2808159,25 23.509,-80 43.653,Muhly+Saw Grass,0
B,1,4/21/1997,525385,2807183,25 22.982,-80 44.849,Muhly+Saw Grass,0
B,1,4/21/1997,526384,2807184,25 22.982,-80 44.253,Muhly+Saw Grass,0
B,1,4/21/1997,527388,2807186,25 22.982,-80 43.654,Muhly+BT,0
B,1,4/21/1997,528374,2807190,25 22.983,-80 43.066,Muhly+Saw Grass+TR,0
B,1,5/15/1997,517427,2806258,25 22.488,-80 49.596,Mixed Prairie,0
B,1,4/8/1997,518418,2806263,25 22.490,-80 49.005,Saw Grass,0
B,1,4/8/1997,519424,2806272,25 22.494,-80 48.405,Muhly+Saw Grass,1
B,1,4/7/1997,520417,2806277,25 22.496,-80 47.813,Muhly+Saw Grass,0
B,1,4/7/1997,521426,2806279,25 22.496,-80 47.211,Saw Grass+Muhly,0
B,1,4/7/1997,522412,2806282,25 22.497,-80 46.623,Muhly+BT,0
B,1,4/9/1997,523406,2806284,25 22.497,-80 46.030,Muhly+Saw Grass,0
B,1,4/9/1997,524409,2806291,25 22.500,-80 45.432,Muhly+Saw Grass,2
B,1,5/15/1997,517440,2805276,25 21.956,-80 49.589,Muhly+Saw Grass,0
B,1,4/24/1997,518428,2805281,25 21.958,-80 49.000,Muhly+Saw Grass,0
B,1,4/8/1997,519435,2805281,25 21.957,-80 48.399,Muhly+Saw Grass,0
B,1,4/7/1997,520426,2805286,25 21.959,-80 47.808,Muhly,0
B,1,4/7/1997,521434,2805289,25 21.960,-80 47.207,Muhly,0
B,1,4/7/1997,522422,2805289,25 21.959,-80 46.618,Muhly+BT,0
B,1,4/9/1997,523418,2805293,25 21.960,-80 46.024,Muhly+Saw Grass,2
B,1,4/9/1997,524411,2805293,25 21.959,-80 45.432,Muhly+Saw Grass,4
B,1,5/15/1997,517450,2804287,25 21.420,-80 49.584,Mixed Prairie,2
B,1,4/8/1997,518439,2804288,25 21.420,-80 48.994,Muhly+Saw Grass,1
B,1,4/8/1997,519447,2804288,25 21.419,-80 48.393,Muhly+Saw Grass,3
B,1,4/7/1997,520436,2804291,25 21.420,-80 47.803,Muhly+BT+Saw Grass,3
B,1,4/7/1997,521443,2804295,25 21.421,-80 47.203,,2
B,1,4/7/1997,522432,2804296,25 21.421,-80 46.613,Muhly+Saw Grass,0
B,1,4/9/1997,523428,2804296,25 21.420,-80 46.019,BT+Saw Grass,4
B,1,4/9/1997,524412,2804296,25 21.419,-80 45.432,SZ+Saw Grass+Muhly,3
B,1,5/15/1997,517461,2803292,25 20.881,-80 49.578,Muhly+Saw Grass+Eleochris (wet grass),1
B,1,4/8/1997,518449,2803296,25 20.882,-80 48.989,Saw Grass+Muhly,0
B,1,4/8/1997,519455,2803297,25 20.882,-80 48.389,Saw Grass+Muhly,1
B,1,4/7/1997,520445,2803298,25 20.882,-80 47.799,,1
B,1,4/7/1997,521451,2803300,25 20.882,-80 47.199,Muhly+BT,4
B,1,4/7/1997,522439,2803302,25 20.882,-80 46.610,Muhly+BT,4
B,1,4/9/1997,523438,2803303,25 20.882,-80 46.014,Muhly+Saw Grass,0
B,1,4/9/1997,524418,2803301,25 20.880,-80 45.430,Saw Grass+Muhly,5
B,1,5/15/1997,517469,2802290,25 20.338,-80 49.574,Saw Grass+Pines,0
B,1,4/8/1997,518462,2802295,25 20.340,-80 48.982,Muhly+BT+Saw Grass,0
B,1,4/8/1997,519465,2802297,25 20.340,-80 48.384,Saw Grass+Muhly,1
B,1,4/8/1997,520456,2802300,25 20.341,-80 47.793,Muhly+Saw Grass,1
B,1,4/7/1997,521464,2802302,25 20.341,-80 47.192,Muhly,0
B,1,4/7/1997,522452,2802307,25 20.343,-80 46.603,Muhly+Saw Grass,2
B,1,4/8/1997,523445,2802307,25 20.342,-80 46.011,Muhly,3
B,1,4/9/1997,524419,2802308,25 20.342,-80 45.430,Muhly+Saw Grass,5
B,1,5/15/1997,517484,2801303,25 19.803,-80 49.566,Saw Grass+Muhly+Eleochris (wet grass),0
B,1,4/8/1997,518472,2801306,25 19.804,-80 48.977,Saw Grass+Muhly,0
B,1,4/9/1997,519476,2801309,25 19.805,-80 48.378,Muhly+BT,1
B,1,4/8/1997,520468,2801311,25 19.805,-80 47.787,Saw Grass+Muhly,2
B,1,4/7/1997,521472,2801312,25 19.805,-80 47.188,Saw Grass+PA,2
B,1,4/7/1997,522462,2801316,25 19.806,-80 46.598,Muhly+Saw Grass,2
B,1,4/8/1997,523458,2801317,25 19.806,-80 46.004,Muhly+Saw Grass,2
B,1,4/8/1997,524423,2801317,25 19.805,-80 45.429,Saw Grass+Muhly,4
B,1,5/15/1997,517492,2800301,25 19.260,-80 49.562,Mixed Prairie,0
B,1,4/8/1997,518483,2800300,25 19.259,-80 48.971,Saw Grass+Muhly,0
B,1,4/8/1997,519488,2800302,25 19.259,-80 48.372,Saw Grass+PA+Mangrove,2
B,1,4/8/1997,520478,2800303,25 19.259,-80 47.782,Saw Grass+Muhly,0
B,1,4/7/1997,521486,2800303,25 19.258,-80 47.181,Saw Grass+Muhly,1
B,1,4/7/1997,522474,2800306,25 19.259,-80 46.592,Saw Grass+PA,2
B,1,4/8/1997,523468,2800310,25 19.260,-80 45.999,Muhly+Saw Grass,4
B,1,4/8/1997,524415,2800304,25 19.256,-80 45.435,Muhly+Saw Grass,2
B,1,4/8/1997,518493,2799309,25 18.722,-80 48.966,Saw Grass+Eleochris (wet grass),0
B,1,4/8/1997,519499,2799311,25 18.722,-80 48.366,Saw Grass+Muhly,0
B,1,4/8/1997,520489,2799308,25 18.720,-80 47.776,Saw Grass+Cypress,0
B,1,4/7/1997,521494,2799312,25 18.721,-80 47.177,Muhly+Saw Grass,2
B,1,4/8/1997,522484,2799312,25 18.720,-80 46.587,Muhly+Saw Grass,2
B,1,4/7/1997,523479,2799315,25 18.721,-80 45.994,Muhly+Saw Grass,2
B,1,4/24/1997,524418,2799311,25 18.718,-80 45.434,Muhly,2
B,1,4/8/1997,519509,2798312,25 18.181,-80 48.361,Saw Grass+Muhly+Mangrove,0
B,1,4/8/1997,520496,2798315,25 18.182,-80 47.773,Saw Grass+Muhly,0
B,1,4/7/1997,521504,2798315,25 18.181,-80 47.172,,2
B,1,4/9/1997,522492,2798317,25 18.181,-80 46.583,Muhly+BA+Saw Grass,3
B,1,4/9/1997,523489,2798319,25 18.181,-80 45.989,Muhly+Saw Grass+BT,2
B,1,4/8/1997,524418,2798326,25 18.184,-80 45.435,Muhly+Saw Grass,3
B,1,4/8/1997,520504,2797313,25 17.639,-80 47.769,Muhly+Mangrove+Saw Grass,0
B,1,4/7/1997,521511,2797317,25 17.640,-80 47.169,Mangrove+Saw Grass,0
B,1,4/7/1997,522499,2797317,25 17.639,-80 46.580,Muhly,0
B,1,4/8/1997,523496,2797318,25 17.639,-80 45.986,Muhly+Saw Grass,3
B,1,4/8/1997,524423,2797322,25 17.640,-80 45.433,Saw Grass+Muhly,0
B,1,4/9/1997,524452,2796325,25 17.100,-80 45.417,Saw Grass+Mangrove,0
B,1,4/9/1997,523501,2796323,25 17.100,-80 45.984,Muhly+Saw Grass+Mangrove,0
B,1,4/9/1997,522467,2796322,25 17.100,-80 46.600,Eleochris (wet grass)+Mangrove+Saw Grass,0
B,1,4/11/1997,522427,2812175,25 25.690,-80 46.608,Saw Grass+Cypress,0
B,1,4/11/1997,523428,2812173,25 25.688,-80 46.011,Saw Grass+Muhly,0
B,1,4/11/1997,524381,2812177,25 25.689,-80 45.442,Saw Grass+Muhly+Cypress,0
B,1,4/11/1997,522422,2811164,25 25.142,-80 46.612,Saw Grass+Cypress,0
B,1,4/9/1997,526397,2806275,25 22.489,-80 44.246,Muhly+Saw Grass,0
B,1,4/10/1997,527407,2806267,25 22.484,-80 43.644,Muhly+Saw Grass,0
B,1,4/10/1997,528399,2806293,25 22.497,-80 43.052,Saw Grass+Muhly,0
B,1,4/9/1997,525402,2805291,25 21.957,-80 44.841,Muhly+Saw Grass,3
B,1,4/9/1997,526403,2805293,25 21.957,-80 44.244,Muhly+Saw Grass,0
B,1,4/10/1997,527410,2805295,25 21.957,-80 43.643,Muhly+Saw Grass,0
B,1,4/10/1997,528403,2805301,25 21.959,-80 43.051,Muhly,0
B,1,4/9/1997,525405,2804294,25 21.417,-80 44.840,Muhly+Saw Grass,2
B,1,4/10/1997,526405,2804298,25 21.418,-80 44.244,Muhly+BT,4
B,1,4/10/1997,527412,2804298,25 21.417,-80 43.643,Saw Grass+Muhly,0
B,1,4/10/1997,528405,2804302,25 21.418,-80 43.051,Muhly+Saw Grass,0
B,1,4/9/1997,525409,2803292,25 20.874,-80 44.839,Muhly+Saw Grass,2
B,1,4/10/1997,526407,2803296,25 20.875,-80 44.244,Muhly+Saw Grass,5
B,1,4/10/1997,527413,2803300,25 20.876,-80 43.644,Muhly+BT,2
B,1,4/10/1997,528406,2803304,25 20.877,-80 43.052,Saw Grass+Muhly,0
B,1,4/10/1997,525411,2802307,25 20.340,-80 44.839,Muhly+BT+Saw Grass,3
B,1,4/10/1997,526408,2802312,25 20.342,-80 44.244,Muhly+Saw Grass,3
B,1,4/10/1997,527413,2802312,25 20.341,-80 43.645,Muhly+Saw Grass,3
B,1,4/10/1997,528408,2802316,25 20.342,-80 43.052,Muhly+Saw Grass+Cypress,1
B,1,4/9/1997,525412,2801312,25 19.801,-80 44.839,Muhly+Saw Grass,3
B,1,4/10/1997,526409,2801314,25 19.801,-80 44.245,Muhly+Saw Grass+BT,2
B,1,4/10/1997,527417,2801318,25 19.802,-80 43.644,Saw Grass+BT,0
B,1,4/10/1997,528410,2801321,25 19.803,-80 43.052,Saw Grass,0
B,1,4/9/1997,525418,2800304,25 19.255,-80 44.837,BT+Muhly,3
B,1,4/10/1997,526412,2800310,25 19.257,-80 44.244,Muhly+Saw Grass+Cypress,0
B,1,4/10/1997,527419,2800312,25 19.257,-80 43.644,Muhly+Saw Grass+Cypress,1
B,1,4/10/1997,528414,2800317,25 19.259,-80 43.051,BT+Muhly+Cypress,0
B,1,4/9/1997,525421,2799315,25 18.719,-80 44.836,Muhly+Saw Grass+BT,2
B,1,4/10/1997,526418,2799317,25 18.719,-80 44.242,Muhly+Saw Grass,1
B,1,4/10/1997,527423,2799319,25 18.719,-80 43.643,Muhly+BT+Cypress,3
B,1,4/24/1997,528417,2799321,25 18.719,-80 43.050,Muhly+BT+Saw Grass,2
B,1,4/9/1997,525423,2798313,25 18.176,-80 44.836,Saw Grass+Muhly,1
B,1,4/10/1997,526420,2798315,25 18.176,-80 44.242,Muhly+Saw Grass+BT,3
B,1,4/10/1997,527418,2798315,25 18.175,-80 43.647,BT+Muhly,3
B,1,4/11/1997,528423,2798319,25 18.176,-80 43.048,Muhly+Saw Grass+BT,6
B,1,4/11/1997,529408,2798319,25 18.175,-80 42.461,Muhly+Saw Grass,1
B,1,4/9/1997,525427,2797322,25 17.639,-80 44.835,Muhly+BT+Saw Grass,4
B,1,4/10/1997,526422,2797325,25 17.640,-80 44.242,Saw Grass+PA,0
B,1,4/10/1997,527427,2797327,25 17.640,-80 43.643,Saw Grass+Muhly+BT,3
B,1,4/11/1997,528427,2797331,25 17.641,-80 43.047,Muhly+Saw Grass,2
B,1,4/11/1997,529411,2797330,25 17.639,-80 42.460,Muhly+Saw Grass+Cypress,0
B,1,4/9/1997,525429,2796342,25 17.108,-80 44.835,Saw Grass,2
B,1,4/10/1997,526424,2796344,25 17.108,-80 44.242,Saw Grass+Muhly,1
B,1,4/10/1997,527445,2796331,25 17.100,-80 43.633,Muhly,3
B,1,4/11/1997,528450,2796333,25 17.100,-80 43.034,Muhly+Saw Grass,3
B,1,4/11/1997,528453,2795342,25 16.563,-80 43.034,Saw Grass+Eleochris (wet grass)+Cypress+Mangrove,0
B,1,4/11/1997,529425,2796354,25 17.110,-80 42.453,BT+Saw Grass+Cypress,0
B,1,4/9/1997,525432,2795341,25 16.566,-80 44.834,Saw Grass,0
B,1,4/10/1997,526439,2795343,25 16.566,-80 44.234,Muhly+Saw Grass+Mangrove,0
B,1,4/10/1997,527446,2795345,25 16.566,-80 43.634,Saw Grass+RC+Mangrove,0
B,1,4/11/1997,529433,2795350,25 16.566,-80 42.450,Saw Grass+Muhly,0
B,1,4/23/1998,525381,2808146,25 23.504,-80 44.850,Muhly,0
B,1,4/23/1998,526379,2808152,25 23.506,-80 44.255,Muhly,0
B,1,4/28/1998,527388,2808159,25 23.509,-80 43.653,Saw Grass,0
B,1,4/23/1998,525385,2807183,25 22.982,-80 44.849,Saw Grass+Muhly+Pines,0
B,1,4/23/1998,526384,2807184,25 22.982,-80 44.253,Muhly+BT,0
B,1,4/23/1998,527388,2807186,25 22.982,-80 43.654,Muhly+Saw Grass,0
B,1,4/16/1998,518418,2806263,25 22.490,-80 49.005,Muhly+Saw Grass,1
B,1,4/16/1998,519424,2806272,25 22.494,-80 48.405,Muhly,0
B,1,4/15/1998,520417,2806277,25 22.496,-80 47.813,Muhly+Pines,0
B,1,4/15/1998,521426,2806279,25 22.496,-80 47.211,Muhly+Saw Grass,1
B,1,4/15/1998,522412,2806282,25 22.497,-80 46.623,Muhly+Saw Grass+Pines,0
B,1,4/15/1998,523406,2806284,25 22.497,-80 46.030,Muhly+Saw Grass,0
B,1,4/13/1998,524409,2806291,25 22.500,-80 45.432,Muhly+Pines,0
B,1,4/16/1998,518428,2805281,25 21.958,-80 49.000,Saw Grass+Muhly,1
B,1,4/16/1998,519435,2805281,25 21.957,-80 48.399,Saw Grass+Muhly,0
B,1,4/15/1998,520426,2805286,25 21.959,-80 47.808,Saw Grass+Muhly,0
B,1,4/15/1998,521434,2805289,25 21.960,-80 47.207,Muhly,0
B,1,4/15/1998,522422,2805289,25 21.959,-80 46.618,Muhly,1
B,1,4/15/1998,523418,2805293,25 21.960,-80 46.024,Muhly+BT,1
B,1,4/13/1998,524411,2805293,25 21.959,-80 45.432,Muhly,4
B,1,4/16/1998,517450,2804287,25 21.420,-80 49.584,Saw Grass,0
B,1,4/16/1998,518439,2804288,25 21.420,-80 48.994,Muhly+Saw Grass,0
B,1,4/16/1998,519447,2804288,25 21.419,-80 48.393,Muhly,1
B,1,4/16/1998,520436,2804291,25 21.420,-80 47.803,Muhly+Saw Grass,2
B,1,4/15/1998,521443,2804295,25 21.421,-80 47.203,Muhly,2
B,1,4/15/1998,522432,2804296,25 21.421,-80 46.613,Muhly+Saw Grass+BT,0
B,1,4/15/1998,523428,2804296,25 21.420,-80 46.019,Muhly+BT,1
B,1,4/13/1998,524412,2804296,25 21.419,-80 45.432,Muhly,3
B,1,4/16/1998,517461,2803292,25 20.881,-80 49.578,Muhly+Saw Grass,1
B,1,4/16/1998,518449,2803296,25 20.882,-80 48.989,Pines+Muhly,0
B,1,4/16/1998,519455,2803297,25 20.882,-80 48.389,Muhly+Saw Grass,0
B,1,4/16/1998,520445,2803298,25 20.882,-80 47.799,BT+Muhly,1
B,1,4/15/1998,521451,2803300,25 20.882,-80 47.199,Muhly,0
B,1,4/15/1998,522439,2803302,25 20.882,-80 46.610,Muhly,1
B,1,4/14/1998,523438,2803303,25 20.882,-80 46.014,Muhly,3
B,1,4/13/1998,524418,2803301,25 20.880,-80 45.430,Muhly+Saw Grass,1
B,1,4/16/1998,517469,2802290,25 20.338,-80 49.574,Muhly+Saw Grass,0
B,1,4/16/1998,518462,2802295,25 20.340,-80 48.982,Muhly,0
B,1,4/16/1998,519465,2802297,25 20.340,-80 48.384,Saw Grass+Muhly,0
B,1,4/16/1998,520456,2802300,25 20.341,-80 47.793,Muhly,1
B,1,4/15/1998,521464,2802302,25 20.341,-80 47.192,Muhly+Saw Grass,0
B,1,4/15/1998,522452,2802307,25 20.343,-80 46.603,Muhly+Saw Grass+BT,2
B,1,4/14/1998,523445,2802307,25 20.342,-80 46.011,Muhly,1
B,1,4/13/1998,524419,2802308,25 20.342,-80 45.430,Muhly,3
B,1,4/16/1998,518472,2801306,25 19.804,-80 48.977,Muhly+Eleochris (wet grass),0
B,1,4/16/1998,519476,2801309,25 19.805,-80 48.378,Muhly,3
B,1,4/16/1998,520468,2801311,25 19.805,-80 47.787,Muhly+BT,2
B,1,4/15/1998,521472,2801312,25 19.805,-80 47.188,Muhly,0
B,1,4/15/1998,522462,2801316,25 19.806,-80 46.598,Muhly,0
B,1,4/14/1998,523458,2801317,25 19.806,-80 46.004,Muhly+Saw Grass,1
B,1,4/13/1998,524423,2801317,25 19.805,-80 45.429,Muhly,2
B,1,4/16/1998,518483,2800300,25 19.259,-80 48.971,Saw Grass,0
B,1,4/16/1998,519488,2800302,25 19.259,-80 48.372,Muhly,1
B,1,4/16/1998,520478,2800303,25 19.259,-80 47.782,Saw Grass+Muhly,0
B,1,4/15/1998,521486,2800303,25 19.258,-80 47.181,Saw Grass+Muhly,2
B,1,4/15/1998,522474,2800306,25 19.259,-80 46.592,Saw Grass+SA+Eleochris (wet grass),1
B,1,4/14/1998,523468,2800310,25 19.260,-80 45.999,Muhly,1
B,1,4/13/1998,524415,2800304,25 19.256,-80 45.435,Muhly,0
B,1,4/16/1998,518493,2799309,25 18.722,-80 48.966,Saw Grass+Eleochris (wet grass),0
B,1,4/16/1998,519499,2799311,25 18.722,-80 48.366,Saw Grass+Muhly+Eleochris (wet grass),0
B,1,4/16/1998,520489,2799308,25 18.720,-80 47.776,Saw Grass,0
B,1,4/15/1998,521494,2799312,25 18.721,-80 47.177,Saw Grass+Muhly,0
B,1,4/15/1998,522484,2799312,25 18.720,-80 46.587,Saw Grass+Muhly,0
B,1,4/14/1998,523479,2799315,25 18.721,-80 45.994,Muhly+Saw Grass,2
B,1,4/13/1998,524418,2799311,25 18.718,-80 45.434,Muhly,0
B,1,4/16/1998,519509,2798312,25 18.181,-80 48.361,Eleochris (wet grass)+Saw Grass,0
B,1,4/16/1998,520496,2798315,25 18.182,-80 47.773,Saw Grass+Muhly,0
B,1,4/15/1998,521504,2798315,25 18.181,-80 47.172,Muhly+Saw Grass,2
B,1,4/15/1998,522492,2798317,25 18.181,-80 46.583,Muhly+Saw Grass,0
B,1,4/14/1998,523489,2798319,25 18.181,-80 45.989,Muhly+Saw Grass,4
B,1,4/13/1998,524418,2798326,25 18.184,-80 45.435,Mixed Prairie+Saw Grass,1
B,1,4/16/1998,520504,2797313,25 17.639,-80 47.769,Muhly+Mangrove,0
B,1,4/15/1998,521511,2797317,25 17.640,-80 47.169,Saw Grass+Muhly,0
B,1,4/15/1998,522499,2797317,25 17.639,-80 46.580,Muhly,0
B,1,4/14/1998,523496,2797318,25 17.639,-80 45.986,Muhly+Saw Grass,0
B,1,4/14/1998,524423,2797322,25 17.640,-80 45.433,Muhly+Saw Grass,3
B,1,4/14/1998,524452,2796325,25 17.100,-80 45.417,Saw Grass+Muhly,1
B,1,4/14/1998,523501,2796323,25 17.100,-80 45.984,Muhly+Mangrove,1
B,1,4/15/1998,522467,2796322,25 17.100,-80 46.600,Eleochris (wet grass)+Mangrove,0
B,1,4/28/1998,522427,2812175,25 25.690,-80 46.608,Saw Grass+Muhly,0
B,1,4/28/1998,523428,2812173,25 25.688,-80 46.011,Saw Grass+Muhly,0
B,1,4/28/1998,524381,2812177,25 25.689,-80 45.442,Mixed Prairie+Cypress,0
B,1,4/28/1998,522422,2811164,25 25.142,-80 46.612,Saw Grass+Cypress,0
B,1,4/28/1998,523426,2811165,25 25.142,-80 46.013,Mixed Prairie+Cypress,0
B,1,4/28/1998,524381,2811163,25 25.140,-80 45.443,Saw Grass+Muhly,0
B,1,4/28/1998,518400,2807179,25 22.986,-80 49.015,Muhly,0
B,1,4/28/1998,519404,2807182,25 22.987,-80 48.416,Muhly+Saw Grass,0
B,1,4/28/1998,520400,2807181,25 22.986,-80 47.822,Muhly+BT,0
B,1,4/28/1998,521404,2807179,25 22.984,-80 47.223,Mixed Prairie+Pines,0
B,1,4/28/1998,522382,2807177,25 22.982,-80 46.640,Muhly+Saw Grass,0
B,1,4/17/1998,525398,2806278,25 22.492,-80 44.842,Muhly,0
B,1,4/20/1998,526397,2806275,25 22.489,-80 44.246,Muhly+Pines,0
B,1,4/20/1998,527407,2806267,25 22.484,-80 43.644,Muhly,0
B,1,4/23/1998,528399,2806293,25 22.497,-80 43.052,BT+Muhly,1
B,1,4/17/1998,525402,2805291,25 21.957,-80 44.841,Muhly+Saw Grass,2
B,1,4/20/1998,526403,2805293,25 21.957,-80 44.244,Muhly+Saw Grass,0
B,1,4/20/1998,527410,2805295,25 21.957,-80 43.643,Muhly+Pines,0
B,1,4/23/1998,528403,2805301,25 21.959,-80 43.051,Muhly+Cypress,0
B,1,4/17/1998,525405,2804294,25 21.417,-80 44.840,Muhly+Saw Grass,2
B,1,4/17/1998,526405,2804298,25 21.418,-80 44.244,Muhly+Mixed Prairie,1
B,1,4/20/1998,527412,2804298,25 21.417,-80 43.643,Saw Grass,0
B,1,4/23/1998,528405,2804302,25 21.418,-80 43.051,Muhly+Saw Grass,2
B,1,4/17/1998,525409,2803292,25 20.874,-80 44.839,Muhly+Saw Grass,3
B,1,4/17/1998,526407,2803296,25 20.875,-80 44.244,BA+Saw Grass,1
B,1,4/20/1998,527413,2803300,25 20.876,-80 43.644,Muhly,3
B,1,4/23/1998,528406,2803304,25 20.877,-80 43.052,Muhly+Saw Grass+Pines,0
B,1,4/17/1998,525411,2802307,25 20.340,-80 44.839,Muhly,3
B,1,4/17/1998,526408,2802312,25 20.342,-80 44.244,Muhly+Saw Grass,0
B,1,4/20/1998,527413,2802312,25 20.341,-80 43.645,Muhly,0
B,1,4/23/1998,528408,2802316,25 20.342,-80 43.052,BT,1
B,1,4/17/1998,525412,2801312,25 19.801,-80 44.839,Saw Grass+Muhly,2
B,1,4/17/1998,526409,2801314,25 19.801,-80 44.245,Muhly,0
B,1,4/20/1998,527417,2801318,25 19.802,-80 43.644,Cypress+Muhly,0
B,1,4/23/1998,528410,2801321,25 19.803,-80 43.052,Saw Grass+Cypress,0
B,1,4/17/1998,525418,2800304,25 19.255,-80 44.837,Muhly+BT,3
B,1,4/17/1998,526412,2800310,25 19.257,-80 44.244,Mixed Prairie+Cypress,0
B,1,4/20/1998,527419,2800312,25 19.257,-80 43.644,Cypress+BA,0
B,1,4/23/1998,528414,2800317,25 19.259,-80 43.051,Muhly+BT,2
B,1,4/17/1998,525421,2799315,25 18.719,-80 44.836,Saw Grass+Muhly,4
B,1,4/17/1998,526418,2799317,25 18.719,-80 44.242,BT+Muhly,1
B,1,4/20/1998,527423,2799319,25 18.719,-80 43.643,Mixed Prairie,0
B,1,4/23/1998,528417,2799321,25 18.719,-80 43.050,Mixed Prairie+Cypress,0
B,1,4/17/1998,525423,2798313,25 18.176,-80 44.836,Muhly+Saw Grass,1
B,1,4/17/1998,526420,2798315,25 18.176,-80 44.242,Saw Grass+Muhly,1
B,1,4/20/1998,527418,2798315,25 18.175,-80 43.647,Mixed Prairie,2
B,1,4/23/1998,528423,2798319,25 18.176,-80 43.048,Muhly+BT,3
B,1,4/23/1998,529408,2798319,25 18.175,-80 42.461,BT+Muhly,0
B,1,4/17/1998,525427,2797322,25 17.639,-80 44.835,Muhly,5
B,1,4/17/1998,526422,2797325,25 17.640,-80 44.242,Muhly+Saw Grass,0
B,1,4/20/1998,527427,2797327,25 17.640,-80 43.643,Mixed Prairie,5
B,1,4/23/1998,528427,2797331,25 17.641,-80 43.047,Saw Grass+Muhly,1
B,1,4/23/1998,529411,2797330,25 17.639,-80 42.460,Muhly+Saw Grass+Cypress,0
B,1,4/17/1998,525429,2796342,25 17.108,-80 44.835,Muhly+Saw Grass,2
B,1,4/17/1998,526424,2796344,25 17.108,-80 44.242,Saw Grass+Muhly,2
B,1,4/20/1998,527445,2796331,25 17.100,-80 43.633,Saw Grass,0
B,1,4/23/1998,528450,2796333,25 17.100,-80 43.034,Muhly+Saw Grass,1
B,1,4/20/1998,528453,2795342,25 16.563,-80 43.034,Saw Grass,0
B,1,4/23/1998,529425,2796354,25 17.110,-80 42.453,Saw Grass,0
B,1,4/17/1998,525432,2795341,25 16.566,-80 44.834,Muhly,0
B,1,4/17/1998,526439,2795343,25 16.566,-80 44.234,Saw Grass+Muhly,0
B,1,4/20/1998,527446,2795345,25 16.566,-80 43.634,Mangrove,0
B,1,4/23/1998,529433,2795350,25 16.566,-80 42.450,Saw Grass+Mangrove+Cypress,0
B,1,4/8/1999,525381,2808146,25 23.504,-80 44.850,Muhly+Saw Grass+Pines,0
B,1,4/8/1999,526379,2808152,25 23.506,-80 44.255,Muhly,0
B,1,4/8/1999,525385,2807183,25 22.982,-80 44.849,Saw Grass+PA,1
B,1,4/8/1999,526384,2807184,25 22.982,-80 44.253,Muhly,0
B,1,4/8/1999,527388,2807186,25 22.982,-80 43.654,Muhly,0
B,1,4/8/1999,528374,2807190,25 22.983,-80 43.066,Muhly+Saw Grass,0
B,1,4/7/1999,518418,2806263,25 22.490,-80 49.005,Saw Grass,0
B,1,4/7/1999,519424,2806272,25 22.494,-80 48.405,Mixed Prairie,0
B,1,4/6/1999,521426,2806279,25 22.496,-80 47.211,Mixed Prairie+Pines,0
B,1,4/5/1999,522412,2806282,25 22.497,-80 46.623,Mixed Prairie+Pines,0
B,1,4/5/1999,523406,2806284,25 22.497,-80 46.030,Muhly+Pines,0
B,1,4/5/1999,524409,2806291,25 22.500,-80 45.432,Muhly,2
B,1,4/7/1999,517440,2805276,25 21.956,-80 49.589,Eleochris (wet grass)+Saw Grass,0
B,1,4/7/1999,518428,2805281,25 21.958,-80 49.000,Mixed Prairie,0
B,1,4/7/1999,519435,2805281,25 21.957,-80 48.399,Saw Grass+Muhly+Pines,0
B,1,4/6/1999,520426,2805286,25 21.959,-80 47.808,Muhly+Saw Grass,0
B,1,4/6/1999,521434,2805289,25 21.960,-80 47.207,Muhly+Saw Grass,0
B,1,4/5/1999,522422,2805289,25 21.959,-80 46.618,Mixed Prairie+Pines,0
B,1,4/5/1999,523418,2805293,25 21.960,-80 46.024,Mixed Prairie+Pines,0
B,1,4/5/1999,524411,2805293,25 21.959,-80 45.432,Mixed Prairie,3
B,1,4/7/1999,517450,2804287,25 21.420,-80 49.584,Muhly+Saw Grass,1
B,1,4/7/1999,518439,2804288,25 21.420,-80 48.994,Muhly+Saw Grass,0
B,1,4/7/1999,519447,2804288,25 21.419,-80 48.393,Muhly+Saw Grass,2
B,1,4/6/1999,520436,2804291,25 21.420,-80 47.803,Mixed Prairie,2
B,1,4/6/1999,521443,2804295,25 21.421,-80 47.203,Muhly+Saw Grass,1
B,1,4/5/1999,522432,2804296,25 21.421,-80 46.613,Muhly,1
B,1,4/5/1999,523428,2804296,25 21.420,-80 46.019,BT,2
B,1,4/5/1999,524412,2804296,25 21.419,-80 45.432,Muhly,3
