STATION,LOGNUM,WATERBODY,Town,SITEDIR,ECOREGION,BiophysicalRegion,HUC.EIGHT,Class,SAMPLEMETHOD,WIDTH,DEPTH,FLOW,THERMO,SPC,DO,I01,I02,I03,I04,I05,I06,I07,I08,I09,I11,I12,I13,I15,I17,I18,I19,I21,I23,I25,I26,I28,I30,PA1,PB1,PC1,PNA1,PABC,PNA,PAB,PCNA,PA,PBCNA
49,507,Goosefare Brook,Saco,0.5 km below I-195,s,South Coastal Region,1060001,NA,Basket or Artificial Substrate,2,45.7,,18,681,,62,36,0,1.333,4.466,6.174,0.516,0.556,0.667,0,0.35,0,0,6.333,0.022,7,1,0,11,0,0.143,0,0,0.003,0.636,0.36,0.017,0.983,0,1,0.004,0.996
272,508,Goosefare Brook,Saco,20 m below Old Orchard Rd. crossing,s,South Coastal Region,1060001,C,Basket or Artificial Substrate,6,30.5,,18,369,,408.667,49,0.333,28.333,3.37,5.868,0.767,0.469,2,1.667,0.565,0,0,8.75,0.069,13,7.404,0.02,205.956,0,0.429,0.143,0.053,0.407,0.537,0.003,1,0,0.028,0.972,0.018,0.982
71,509,Presumpscot River,Westbrook,0.3 km above Saccarappa Dam,s,South Coastal Region,1060001,NA,Cone,40,365,,23,62,,86.333,41,0,0.667,4.037,6.044,0.367,0.439,0.333,0,0.333,0.023,0,3.64,0.008,6,0,0,5.824,0,0.143,0,0,0.002,0.26,0.737,0,1,0,1,0.005,0.995
72,510,Presumpscot River,Westbrook,3.2 km below S D Warren Co.; just above Rt. 302 (Riverton) Bridge,s,South Coastal Region,1060001,NA,Cone,40,274,,24,110,,450,40,0,6.667,2.433,6.113,0.054,0.225,1.5,0.5,1.222,0.041,0,11,0.015,11,0,0,8.833,5,0.286,0.143,0,0.003,0.27,0.727,0,1,0.001,0.999,0.013,0.987
68,513,Cooks Brook,Waterboro,0.4 km below Rt. 202 crossing,w,Southwest Interior,1060002,A,Basket or Artificial Substrate,2.4,30.4,,13,151,,87.333,30,32.667,5.667,3.676,2.803,0.393,0.533,2.333,0.333,0.75,0,0,0.673,0.065,12,0.673,0.1,1.007,0,0.357,0,0.938,0.062,0,0,1,0,0.996,0.004,0.981,0.019
258,514,Mousam River,Shapleigh,Emery Mills - 15 m below North Lebanon Rd bridge,w,Southwest Interior,1060003,C,Basket or Artificial Substrate,6,60.9,,24,58,,1189.333,22,0,52,1.47,4.191,0.011,0.318,915.321,95.346,1.286,0.001,0,1.333,0.044,9,0,0,100.679,5.333,0.286,0,0,0.001,0.446,0.552,0.002,0.998,0.003,0.997,0.002,0.998
259,515,Mousam River,Sanford,30 m below Mill St. dam; below landfill,s,Southwest Interior,1060003,NA,Basket or Artificial Substrate,12.2,91.4,,25,77,,71.667,31,0,12,3.761,6.044,0.14,0.258,0,0,0.875,0.042,0,2,0.167,7,2,0,5.667,0,0.286,0,0.001,0.007,0.76,0.232,0.058,0.942,0,1,0.007,0.993
273,516,Salmon Falls River,Berwick,0.8 km below Berwick POTW (impounded),s,Southwest Interior,1060003,C,Cone,36.6,106.7,,27,265,,138.667,52,0,31.333,4.052,6.868,0.346,0.288,0,0.333,0.733,0.014,0,20.667,0.226,11,17,0,22,0.674,0.286,0.143,0.001,0.01,0.927,0.062,0.988,0.012,0.001,0.999,0.012,0.988
274,517,Salmon Falls River,"Somersworth, NH","0.25 km below Somersworth, NH POTW; 1 km below Berwick, ME POTW (impounded)",s,Southwest Interior,1060003,NA,Cone,45.7,137,,27,205,,76,33,0,13.667,3.807,7.54,0.276,0.303,0,0,0.4,0.013,0,8.806,0.18,4,8.113,0,9.823,0,0.214,0,0,0.001,0.732,0.267,0.045,0.955,0,1,0.005,0.995
275,518,Mousam River,Sanford,below STP - Cyro Industries follow main road to river and go upstream 50 yds,s,Southwest Interior,1060003,C,Basket or Artificial Substrate,30.4,76.2,4.06,28,126,,99.667,35,0,5.333,4.281,6.487,0.067,0.171,0,0,1.5,0.023,0,0,0.054,9,2.667,0,2.667,0,0.286,0.143,0,0.004,0.676,0.32,0.009,0.991,0,1,0.026,0.974
143,520,Mare Brook,Brunswick,,e,Midcoast Region,1060001,B,Basket or Artificial Substrate,1.8,30.5,39.6,15,154,,1168,58,56,108.667,3.672,3.589,0.2,0.414,236.667,0,0.792,0,0,34,0.093,19,2.667,0.034,12.333,54.333,0.5,0.143,0.762,0.237,0.001,0,1,0,0.999,0.001,0.873,0.127
144,521,Mare Brook,Brunswick,Below BNAS; 50 m above New Gurnet Rd. crossing,e,Midcoast Region,1060001,,Basket or Artificial Substrate,2.7,49.5,21.3,16.5,156,,117,50,1,2.333,3.476,6.961,0.228,0.5,0.667,0,0.44,0,0,3.667,0.02,11,1,0.04,12,0,0.429,0,0.048,0.277,0.559,0.116,0.917,0.083,0.007,0.993,0.012,0.988
260,524,Androscoggin River,Canton,Upper Riley impoundment above IP mill,w,Western Foothills,1040002,B,Basket or Artificial Substrate,,244,30,19,,,132.667,29,2.667,56,3.364,4.505,0.111,0.31,4.588,19.412,1.222,0,2.667,2,0.422,11,0,0.034,24.078,45,0.357,0.143,0.492,0.452,0.056,0,1,0,0.995,0.005,0.272,0.728
261,525,Androscoggin River,Canton,"Lower Riley impoundment, above IP mill",w,Western Foothills,1040002,C,Basket or Artificial Substrate,,457,15,25.3,,,103,24,1.333,6.333,3.015,5.546,0.278,0.292,0.667,1.667,1.286,0,0.667,0.667,0.061,9,0.667,0.083,10,5.333,0.286,0.143,0.101,0.419,0.442,0.039,0.999,0.001,0.016,0.984,0.024,0.976
262,526,Androscoggin River,Jay,"Upper Jay impoundment, above IP mill",w,Western Foothills,1040002,C,Basket or Artificial Substrate,,122,30,25.3,,,216,30,4,13,3.822,5.378,0.415,0.367,19.021,25.052,1.273,0,4,9.333,0.06,14,0,0.033,38.718,12,0.357,0.143,0.179,0.567,0.253,0.001,1,0,0.662,0.338,0.035,0.965
263,527,Androscoggin River,Jay,"Lower Jay impoundment, below IP mill",e,Western Foothills,1040002,,Basket or Artificial Substrate,,610,15,26.2,,,28,11,0,0,1.85,5.846,0.048,0.182,0.667,0,1.5,0.69,0,0,0,3,0,0,0.333,0,0,0,0,0,0,1,0,1,0,1,0.007,0.993
264,528,Androscoggin River,Jay,Jay dam bypass reach,e,Western Foothills,1040002,,Basket or Artificial Substrate,,91,0,25.8,,,5.333,7,0,0,2.524,4.909,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.029,0.971
82,529,Androscoggin River,Jay,"Upper Otis impoundment, below IP mill",e,Western Foothills,1040002,NA,Basket or Artificial Substrate,,305,8,26,,,204,21,0,0.333,1.522,7.439,0.011,0.19,0,0.333,1.25,0,0,0,0.002,5,0,0,2,0,0.071,0,0,0,0.001,0.999,0,1,0,1,0.006,0.994
265,530,Androscoggin River,Jay,"Lower Otis impoundment, below IP mill",e,Western Foothills,1040002,NA,Basket or Artificial Substrate,,610,8,26.8,,,75.667,15,0,0,2.204,5.769,0.009,0.133,0.667,0.667,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.005,0.995
244,531,Androscoggin River,Livermore Falls,Livermore impoundment,e,Western Foothills,1040002,,Basket or Artificial Substrate,,457,8,26.2,,,32.333,11,0,0,1.979,4.333,0.021,0.091,0.667,0.667,4,0,0,0,0,4,0,0,1.333,0,0,0.143,0,0,0,1,0,1,0,1,0.015,0.985
278,532,Penobscot River,Eddington,Basin Mills Rips,e,Central Interior,1020005,A,Cone,,,,25.5,,,240.667,37,7,38,3.6,4.905,0.467,0.351,21.667,3,1.231,0,7,11.066,0.158,16,0.333,0.081,8.03,4.917,0.714,0.571,0.379,0.567,0.054,0,1,0,0.987,0.013,0.935,0.065
176,533,Penobscot River,Veazie,Above Bangor Hydro and Veazie Dam,e,Central Interior,1020005,,Cone,0,710.1,0,26.5,,,40.333,15,3,19.667,2.572,6.087,0.083,0.2,0,0,2.667,0,3,0.37,0.488,8,0.37,0.067,0.37,3.943,0.286,0,0.086,0.416,0.451,0.048,0.993,0.007,0.134,0.866,0.017,0.983
208,534,Penobscot River,Enfield,Mohawk Rapids,e,Eastern Lowlands,1020005,A,Cone,,152.4,,26,,,1013,57,6,258.667,3.771,4.07,0.126,0.351,123.224,49.155,1.2,0,4.333,26.697,0.255,24,0,0.053,71.745,20.013,0.857,0.571,0.616,0.378,0.006,0,1,0,1,0,0.987,0.013
125,535,Penobscot River,Enfield,15 km below  Lincoln Pulp and Paper; 5 km upstream of Enfield dam,e,Eastern Lowlands,1020005,NA,Cone,,640,,26.5,,,55.333,29,0,6.333,3.179,6.952,0.042,0.172,3.667,0,1.8,0.006,0,1,0.114,9,1.667,0,1,0,0.357,0,0,0.001,0.206,0.794,0,1,0,1,0.013,0.987
207,536,Penobscot River,Milford,Above Milford Dam; 0.8 km below Indian Island POTW,e,Central Interior,1020005,C,Cone,,304.8,,26,,,68.333,28,7.333,9.333,3.259,5.274,0.088,0.286,5.6,3.733,1.875,0,7.333,0.706,0.137,15,0,0.036,4.086,10.167,0.5,0.143,0.448,0.473,0.076,0.002,1,0,0.986,0.014,0.387,0.613
124,537,Penobscot River,Argyle Twp,Costigan - 10 km above Old Town; 40 km below Lincoln Pulp and Paper Mill,e,Eastern Lowlands,1020005,NA,Cone,,243.8,,26,,,88,34,1.333,10,3.74,5.944,0.208,0.324,1.412,4.235,1.364,0.03,1.333,4.843,0.114,15,0,0.029,11.154,3.667,0.5,0.143,0.155,0.438,0.397,0.009,1,0,0.432,0.568,0.059,0.941
129,538,Penobscot River,Lincoln,"4 km below Lincoln Pulp and Paper, east bank (in plume)",e,Eastern Lowlands,1020005,B,Cone,,182.8,,20.5,,,104.333,44,5.333,8.667,4.531,5.042,0.176,0.273,0.68,12.58,1.5,0.077,5,3.735,0.083,18,0.333,0.045,17.673,9,0.714,0,0.694,0.285,0.021,0,1,0,0.995,0.005,0.667,0.333
128,539,Penobscot River,Lincoln,"4 km below Lincoln Pulp and Paper, west bank (out of plume)",e,Eastern Lowlands,1020005,A,Cone,,152.4,,26.5,,,468.333,52,4.667,156.667,3.688,4.722,0.099,0.385,12.2,171.478,1.2,0,3,15.333,0.335,24,0.333,0.038,178.478,26.305,0.929,0.571,0.541,0.442,0.017,0,1,0,1,0,0.974,0.026
127,540,Penobscot River,Howland,0.5 km below confluence with Piscataquis R.,e,Eastern Lowlands,1020005,,Cone,20,228.6,,26,57,,88.333,40,9,49.667,4.121,4.369,0.102,0.275,0.727,2.545,2.091,0,9,3,0.562,23,0,0.025,6.545,21.051,0.929,0.143,0.823,0.174,0.004,0,1,0,1,0,0.98,0.02
246,541,Penobscot River,Howland,150m below Howland POTW,e,Eastern Lowlands,1020005,,Cone,8.2,320,,25,57,,73,32,6,40.333,3.916,4.615,0.05,0.188,1.071,2.857,3.5,0,5.667,1.467,0.553,21,0,0.063,4.324,22.101,0.786,0,0.731,0.255,0.013,0,1,0,1,0,0.822,0.178
279,543,Millinocket Stream,Millinocket,"Below GNPP, above Millinocket POTW, above Dolby Pond",e,Western Foothills,1020001,,Cone,36.6,304.8,,18,62,,580.333,21,6.333,42,1.53,4.023,0.014,0.238,25.898,44.733,3.2,0,6,3.125,0.072,16,0,0.238,47.163,26.843,0.786,0.143,0.285,0.662,0.051,0.001,1,0,0.997,0.003,0.156,0.844
151,544,Piscataquis River,Dover-Foxcroft,0.24 km below Lower dam: above Dover - Foxcroft POTW,e,Western Foothills,1020004,A,Basket or Artificial Substrate,30,91.4,,,,,94,17,4,76,2.518,3.178,0,0,0,0,,0,4,0,0.809,12,0,0.059,0,54.6,0.5,0.286,0.875,0.123,0.002,0,1,0,1,0,0.999,0.001
152,545,Piscataquis River,Dover-Foxcroft,1 km below Dover - Foxcroft POTW,e,Western Foothills,1020004,A,Basket or Artificial Substrate,35,76.2,,,59,,462,47,9.667,257.667,3.072,2.803,0.038,0.255,4.033,6.967,1.917,0,9.667,3,0.558,23,0.333,0.043,9.3,99.739,0.786,0.286,0.904,0.096,0,0,1,0,1,0,0.996,0.004
129,546,Penobscot River,Lincoln,"4 km below Lincoln Pulp and Paper, east bank (in plume)",e,Eastern Lowlands,1020005,,Cone,9.1,167.6,,24,103,,171.667,55,1,7.333,3.892,5.773,0.122,0.182,0.333,0.667,2,0.012,0.667,6,0.043,20,0.333,0.036,13.667,4.758,0.714,0.143,0.402,0.481,0.113,0.004,1,0,0.971,0.029,0.369,0.631
180,547,Penobscot River,Lincoln,Below Mahackanock Island and confluence of Mattamiscontis Stream,e,Eastern Lowlands,1020005,C,Cone,18.2,121.9,,22,152,,138,53,5.667,19.667,4.501,5.143,0.355,0.321,1.385,4.5,0.882,0.022,5.667,21.815,0.143,15,0,0.019,15.575,16.81,0.5,0.143,0.688,0.298,0.014,0,1,0,0.998,0.002,0.768,0.232
277,548,West Branch Penobscot River,Millinocket,"Below Millinocket POTW, below GNPP, above Dolby Pond",e,Western Foothills,1020001,A,Cone,4,3,,70,49,,287.667,45,12.667,97.667,3.786,3.734,0.103,0.378,65.333,41.641,1.294,0.028,12,12.565,0.34,22,0.698,0.133,43.386,28.121,1.071,0.143,0.813,0.186,0.002,0,1,0,1,0,0.973,0.027
133,549,West Branch Penobscot River,East Millinocket,"Below Medway Dam, 1 km above confluence with East Branch",e,Eastern Lowlands,1020001,B,Cone,18.3,152.4,,24,,,1689.333,25,9.333,216,2.005,4.619,0.054,0.36,252.342,1084.189,1.556,0,9.333,32,0.128,14,0,0.08,1093.522,96,0.5,0,0.063,0.747,0.19,0,1,0,0.96,0.04,0.003,0.997
133,550,West Branch Penobscot River,East Millinocket,"Below Medway Dam, 1 km above confluence with East Branch",e,Eastern Lowlands,1020001,A,Basket or Artificial Substrate,100,50,57,19,,,325.333,56,15.667,129.333,4.356,4.521,0.296,0.375,1,4.667,1,0.083,14.667,33.683,0.398,21,0,0.054,29.255,80.06,0.786,0.286,0.758,0.239,0.003,0,1,0,1,0,0.97,0.03
280,551,No Name Stream,Katahdin Iron Works Twp,Below KIW,w,Central Mountains,1020004,,Riffle Bags,2.3,30.4,22,15,35.1,6.800000191,66.333,36,2.667,3.333,4.449,4.058,0.482,0.528,0.333,0,0.579,0.015,0,9.333,0.05,11,1.333,0.028,7,0,0.214,0.286,0.811,0.174,0.015,0,1,0,0.984,0.016,0.97,0.03
281,552,Blood Brook,Katahdin Iron Works Twp,Above KI Rd. crossing,w,Central Mountains,1020004,,Basket or Artificial Substrate,7,38.1,37,18,251,6.599999905,3,6,0,1,2.503,2.667,0.222,0.167,0,0,2,0,0,0,0.333,2,0,0,0,0,0.143,0,0.043,0.006,0.022,0.928,0,1,0.002,0.998,0.055,0.945
282,553,Sucker Brook,Katahdin Iron Works Twp,Above KI Rd. crossing; Below Sucker Brook Pond,w,Western Foothills,1020004,,Basket or Artificial Substrate,3.7,,15,20,19.2,6.099999905,40.667,17,0,20,2.771,4.949,0.098,0.412,0,0,0.714,0,0,0,0.492,5,0,0,2.333,0,0.143,0.143,0.002,0.011,0.673,0.314,0.043,0.957,0.003,0.997,0.019,0.981
283,554,Mill Stream,Orrington,Below Johnson Rd. crossing; above Rt. 15,e,Central Interior,1020005,,Basket or Artificial Substrate,7.6,30.4,37.4,17,54.3,9.399999619,33,24,0,8.333,3.922,4.22,0.222,0.292,0,7,1.571,0,0,4.889,0.253,11,0,0,7,4.333,0.357,0.143,0.033,0.044,0.769,0.153,0.927,0.073,0.011,0.989,0.021,0.979
284,555,Mill Stream,Orrington,Below Rt. 15,e,Central Interior,1020005,C,Basket or Artificial Substrate,6.6,45.7,24.5,20,55.7,9.199999809,91.333,46,0,10.667,4.503,5.32,0.529,0.522,0.683,12.983,0.583,0.004,0,19.333,0.117,14,0.69,0,27.483,3,0.429,0.143,0.009,0.029,0.928,0.034,0.999,0.001,0.002,0.998,0.015,0.985
285,556,Silver Lake Outlet Stream,Bucksport,Below Bucks Mill Rd. bridge,e,Central Interior,1020005,C,Riffle Bags,1.8,40.6,100,22,117.9,7.800000191,101.333,30,0,5.667,3.563,4.9,0.625,0.433,4.604,1.063,0.692,0.003,0,20.765,0.056,9,0,0,4.523,0,0.214,0,0.002,0.016,0.778,0.203,0.565,0.435,0.001,0.999,0.007,0.993
149,557,Carleton Stream,Blue Hill,Below Third Pond; 12 m above Rt. 176-15 crossing,e,Penobscot Bay Region,1050002,,Basket or Artificial Substrate,2.7,45.7,19,21,44.6,8.100000381,61,20,11,14,3.229,3.588,0.301,0.45,9.333,0.667,0.889,0,11,5.881,0.23,8,0.346,0.05,1.013,24.667,0.214,0.143,0.779,0.214,0.007,0,1,0,0.991,0.009,0.885,0.115
150,558,Carleton Stream,Blue Hill,Below Second Pond : below mine site,e,Penobscot Bay Region,1050002,,Basket or Artificial Substrate,30.4,91.4,19.6,21,50.3,7.800000191,3206.667,25,0,2.667,0.514,6.944,0.036,0.64,30.667,0,0.375,0,0,41.315,0.001,6,1.589,0,41.315,0,0.071,0,0,0,0.033,0.967,0,1,0,1,0.003,0.997
83,559,Piscataquis River,Abbot,0.45 km above Rt. 16 Bridge,e,Western Foothills,1020004,,Basket or Artificial Substrate,20,76.2,27,15,27,8,199.333,34,16.333,21,3.5,3.679,0.254,0.353,65.299,8.889,1.583,0,15.667,4.667,0.105,19,0,0.088,10.222,22.605,0.786,0.286,0.757,0.239,0.004,0,1,0,1,0,0.977,0.023
84,560,Piscataquis River,Guilford,0.80 km below Guilford Industries; above Guilford / Sangerville POTW,e,Western Foothills,1020004,,Basket or Artificial Substrate,60,70,12.5,16,35.7,8.5,683,39,7.333,80.667,2.496,3.57,0.098,0.359,14.461,0.344,1.357,0,7,1.701,0.118,19,0,0.103,2.385,9.365,0.929,0.429,0.582,0.411,0.007,0,1,0,0.999,0.001,0.981,0.019
135,561,Piscataquis River,Sangerville,0.48 km below Guilford / Sangerville POTW,e,Western Foothills,1020004,,Basket or Artificial Substrate,22,91.4,14.4,16,44.8,8.800000191,68.333,26,1,29.667,3.562,5.243,0.21,0.308,1,0,1.625,0.01,1,1.365,0.434,13,0,0.038,10.921,9.125,0.5,0.286,0.249,0.463,0.286,0.002,1,0,0.89,0.11,0.256,0.744
286,562,West Branch Pleasant River,Katahdin Iron Works Twp,Below KI Rd. crossing,w,Central Mountains,1020004,,Basket or Artificial Substrate,35,91.4,55.5,15,27,8.399999619,153.667,30,4.667,21,3.24,5.679,0.304,0.4,7.857,2.143,1.333,0,4,28.873,0.137,16,0,0.1,3.822,11.333,0.643,0.143,0.15,0.587,0.261,0.002,1,0,0.886,0.114,0.094,0.906
287,563,Millinocket Stream,Millinocket,Above town,e,Western Foothills,1020001,,Basket or Artificial Substrate,32,76.2,69,20,28,7.900000095,2220,29,44,88,2.327,3.967,0.058,0.31,539.662,85.283,2,0,40,7.033,0.04,18,0,0.138,85.283,43.709,0.786,0.143,0.145,0.792,0.063,0,1,0,0.992,0.008,0.058,0.942
288,564,Millinocket Stream,Millinocket,Below town; above GNP,e,Western Foothills,1020001,,Cone,60.8,122,14,20,30.1,7.800000191,127.333,35,0.667,58,3.518,5.238,0.162,0.4,2.333,3.667,1,0.005,0.667,2.667,0.455,14,1,0.029,16.667,44.011,0.571,0.143,0.235,0.491,0.273,0.001,1,0,0.843,0.157,0.096,0.904
277,565,West Branch Penobscot River,Millinocket,"Below Millinocket POTW, below GNPP, above Dolby Pond",e,Western Foothills,1020001,,Cone,100,137.1,49,21,40.1,7.199999809,2797.333,46,22.667,328,3.04,4.274,0.072,0.413,359.337,967.104,1.105,0,22.667,56.457,0.117,21,0,0.043,974.342,106.889,0.714,0.286,0.226,0.742,0.032,0,1,0,0.999,0.001,0.129,0.871
145,566,Kenduskeag Stream,Kenduskeag,Higginsville below Lower Cross Rd. Bridge,e,Central Interior,1020005,,Basket or Artificial Substrate,31,45,35,19,182,8.199999809,515.667,34,13.667,136.667,3.152,4.553,0.241,0.294,181.208,11.452,1.9,0,13.667,12.769,0.265,19,0,0.059,13.132,51.182,0.786,0.143,0.288,0.666,0.046,0,1,0,0.999,0.001,0.216,0.784
146,567,Kenduskeag Stream,Kenduskeag,Above Rt 15 bridge near Lancaster Brook Rd.,e,Central Interior,1020005,,Basket or Artificial Substrate,20,80,20.9,21,153.6,7.800000191,312,43,13.667,94.667,3.28,5.059,0.418,0.233,4.667,5.667,2,0.001,13.667,2,0.303,20,0,0.023,6.333,46.914,0.786,0.429,0.393,0.585,0.022,0,1,0,1,0,0.864,0.136
289,568,Kenduskeag Stream,Bangor,0.1 km below I-95,e,Central Interior,1020005,,Basket or Artificial Substrate,27,60,16.3,22,152,8.300000191,285.333,45,7.667,21.333,4.15,5.422,0.356,0.4,45,24.333,0.833,0.023,7.667,23.306,0.075,15,2.027,0.022,87.833,8.167,0.5,0.143,0.348,0.573,0.078,0,1,0,0.93,0.07,0.125,0.875
290,569,Souadabscook,Hampden,above Sawyer Landfill,e,Central Interior,1020005,,Basket or Artificial Substrate,31,60.7,23.5,20,87.1,5.5,1195.667,34,13.333,143.333,2.285,4.576,0.024,0.353,404.349,466.971,1.5,0,13.333,11.465,0.12,18,0,0.059,467.308,145.667,0.5,0.143,0.143,0.749,0.108,0,1,0,0.987,0.013,0.019,0.981
291,570,Souadabscook,Hampden,below Sawyer Landfill,e,Central Interior,1020005,,Basket or Artificial Substrate,28,50,43,21,92,8.399999619,634.333,29,8,117,2.129,4.172,0.079,0.276,400.242,29.425,2.25,0,8,9,0.184,18,0,0.069,29.425,54.889,0.643,0.571,0.192,0.716,0.092,0,1,0,0.994,0.006,0.675,0.325
76,571,Thompson Lake Outlet,Oxford,"Above Robinson MFG, 70 m below dam",w,Southwest Interior,1040002,,Basket or Artificial Substrate,9.3,65,17.7,20,64.87,7.300000191,2141.667,31,0,45.333,2.147,5.108,0.024,0.387,325.53,1004.804,1.083,0,0,17.667,0.021,13,0.667,0,1008.137,37.248,0.286,0,0,0.005,0.85,0.145,0.977,0.023,0.001,0.999,0.001,0.999
78,572,Thompson Lake Outlet,Oxford,"0.35 km below Robinson outfall, 50 m below Rt 121 Bridge",w,Southwest Interior,1040002,,Basket or Artificial Substrate,7.6,65,10.5,20,88.6,7.199999809,984.333,22,0,178.667,2.261,3.771,0.007,0.364,183.305,39.787,1.375,0,0,1.05,0.182,11,0,0,39.787,10,0.357,0,0.002,0.031,0.943,0.023,1,0,0.011,0.989,0.004,0.996
74,573,Sheepscot River,Whitefield,Above Rt. 126 Bridge at USGS gage,e,Central Interior,1050003,A,Basket or Artificial Substrate,18,,22.3,19,52.1,8.100000381,575.667,37,17.667,59,3.249,3.536,0.131,0.297,151.249,24.351,1.909,0,17.667,1.013,0.102,21,0,0.054,24.351,38.778,0.714,0.429,0.647,0.348,0.005,0,1,0,1,0,0.967,0.033
74,574,Sheepscot River,Whitefield,Above Rt. 126 Bridge at USGS gage,e,Central Interior,1050003,A,Riffle Bags,18,,22.3,19,52.1,8.100000381,379.333,38,13.667,74.333,3.641,3.377,0.105,0.237,100.705,20.614,2.444,0,13.667,0.339,0.196,22,0,0.079,20.614,30.6,0.786,0.571,0.788,0.21,0.002,0,1,0,1,0,0.998,0.002
268,575,West Branch Sheepscot,China,Weeks Mills - 100ft upstrm of Dirigo Rd crossing,e,Central Interior,1050003,,Basket or Artificial Substrate,8.9,60,13,18,64.2,8.699999809,48.333,26,2,20.333,3.722,3.92,0.186,0.269,1.795,2.513,2,0,2,1.038,0.421,14,0,0.077,4.244,16.667,0.5,0.143,0.777,0.208,0.015,0,1,0,1,0,0.916,0.084
256,576,Capisic Stream,Portland,Evergreen Cemetery (Stevens Ave.),s,South Coastal Region,1060001,,Riffle Bags,1,10.1,15.9,12,79.8,6.699999809,91.333,29,0.667,12,3.55,3.312,0.332,0.586,0,0,0.353,0.022,0,0.333,0.131,6,4.667,0.034,0.333,0,0.214,0.143,0.755,0.219,0.026,0,1,0,0.935,0.065,0.925,0.075
257,577,Capisic Stream,Portland,50 m below Lucas St. bridge crossing,s,South Coastal Region,1060001,,Riffle Bags,1,16.5,25.8,18,195,6.400000095,1101,36,0,0,2.939,6.345,0.621,0.528,86.295,7.705,0.105,0,0,25.24,0,2,102.979,0,68.281,0,0,0,0,0,0,1,0,1,0,1,0.002,0.998
292,578,Bog Brook,Beddington,0.5 km below Bog Brook Dam,e,Eastern Interior,1050002,,Basket or Artificial Substrate,10,50,15.2,20,19.3,7.5,892,38,10.667,53.333,3.55,4.541,0.196,0.368,289.351,98.769,1,0,10.667,27.292,0.06,14,0,0.053,147.894,41.333,0.357,0,0.24,0.675,0.085,0,1,0,0.971,0.029,0.012,0.988
111,579,Narraguagus River,Deblois,0.16 km above Rt. 193 bridge crossing,e,Eastern Interior,1050002,A,Basket or Artificial Substrate,18.2,60.9,48.7,18,35,8.5,542.333,45,7.333,65.667,3.514,4.188,0.311,0.356,127.24,1.094,1.438,0.001,6.667,12.267,0.121,23,0,0.067,3.138,31.97,0.857,0.286,0.512,0.471,0.017,0,1,0,1,0,0.883,0.117
293,580,Pleasant River,Deblois,Above Ridge Rd. crossing at Crebo Flat,e,Eastern Interior,1050002,,Basket or Artificial Substrate,6,76.2,16.5,14,32,9.199999809,268.5,33,8.5,21,2.989,3.547,0.14,0.303,69,0,2,0,1,5,0.078,20,0,0.061,1,8,0.714,0.429,0.7,0.293,0.007,0,1,0,1,0,0.991,0.009
294,581,No Name Brook,T18 ED BPP,Crebo Flat - Above Ridge Rd. crossing,e,Eastern Interior,1050002,,Riffle Bags,2,22.8,10.2,14,23.3,5.5,198,45,0,1,3.538,6.768,0.816,0.622,0.667,0,0.321,0.008,0,54.676,0.005,9,53.326,0,32.401,0,0.143,0,0,0.001,0.321,0.678,0,1,0,1,0.003,0.997
244,582,Androscoggin River,Livermore Falls,Livermore impoundment,e,Western Foothills,1040002,,Basket or Artificial Substrate,145,427.5,9.97,20.6,,,1004.333,43,4.333,14.333,1.905,4.508,0.026,0.349,43.333,702.667,0.933,0,4.333,8.333,0.014,14,0.667,0.047,708,4,0.357,0.143,0.296,0.654,0.047,0.002,1,0,0.949,0.051,0.04,0.96
265,583,Androscoggin River,Jay,"Lower Otis impoundment, below IP mill",e,Western Foothills,1040002,,Basket or Artificial Substrate,999,492,11.48,20.6,,,227.333,28,0.333,3.333,2.207,4.556,0.028,0.25,3,146.333,1.429,0,0.333,3,0.015,10,0,0.036,147,1.333,0.286,0.143,0.172,0.379,0.252,0.197,0.862,0.138,0.09,0.91,0.022,0.978
82,584,Androscoggin River,Jay,"Upper Otis impoundment, below IP mill",e,Western Foothills,1040002,,Basket or Artificial Substrate,999,164,14.76,20,,,602.333,42,1,19.667,2.273,4.444,0.033,0.286,40,387,1.417,0,1,4.667,0.033,17,0.333,0.048,390.333,3.333,0.5,0.143,0.319,0.591,0.086,0.004,1,0,0.954,0.046,0.076,0.924
263,585,Androscoggin River,Jay,"Lower Jay impoundment, below IP mill",e,Western Foothills,1040002,,Basket or Artificial Substrate,999,246,8.86,19.1,,,397.667,31,1.333,7.667,1.787,4.409,0.029,0.323,24,285.333,1.2,0,1.333,2.667,0.019,12,2,0.065,288,2.778,0.429,0.143,0.255,0.585,0.129,0.031,1,0,0.571,0.429,0.045,0.955
295,586,Presumpscot River,Westbrook,.1 km above Westbrook POTW,s,South Coastal Region,1060001,C,Cone,20,259.1,16,23,55.2,8.100000381,397.333,41,0,25.667,3.221,5.924,0.092,0.293,9.366,29.832,1.167,0.049,0,0.679,0.065,14,0,0,54.616,24,0.214,0,0,0.011,0.871,0.117,0.914,0.086,0.003,0.997,0.002,0.998
